rep000_seed0000	CFF000437	CFF000083	CFF000899	CFF000672	CFF000209	CFF001554	CFF000558	CFF000013	CFF000810	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF000331
rep980_seed3005	FAM001728	FAM003845	FAM009049	FAM004560	FAM006125	FAM004137	FAM007551	FAM000590	FAM007741	FAM005500	FAM004330	FAM003761	FAM000804	FAM003467	FAM029100
rep981_seed3006	FAM005514	FAM011672	FAM011747	FAM004884	FAM013858	FAM009192	FAM002149	FAM001106	FAM011525	FAM008680	FAM006768	FAM010041	FAM001757	FAM008244	FAM020965
rep982_seed3007	FAM004469	FAM003396	FAM002642	FAM013314	FAM001392	FAM002501	FAM001901	FAM012763	FAM006493	FAM012975	FAM002982	FAM008941	FAM001384	FAM004105	FAM024042
rep983_seed3008	FAM000649	FAM008829	FAM007052	FAM001854	FAM005128	FAM013529	FAM004604	FAM006159	FAM002349	FAM010427	FAM012190	FAM002497	FAM005661	FAM014305	FAM026149
rep984_seed3009	FAM005250	FAM007660	FAM008321	FAM003186	FAM004252	FAM003060	FAM006388	FAM002522	FAM010231	FAM003164	FAM004812	FAM004769	FAM010735	FAM003575	FAM016721
rep985_seed3010	FAM003750	FAM011655	FAM007473	FAM001389	FAM001960	FAM003198	FAM007727	FAM001404	FAM006853	FAM008705	FAM005329	FAM012259	FAM007545	FAM007442	FAM018359
rep986_seed3011	FAM010642	FAM005594	FAM012771	FAM003793	FAM005058	FAM000822	FAM012465	FAM013976	FAM008635	FAM008705	FAM009666	FAM012547	FAM005350	FAM000076	FAM030228
rep987_seed3012	FAM004911	FAM002066	FAM002732	FAM006617	FAM000453	FAM011712	FAM004632	FAM000944	FAM011444	FAM005038	FAM007507	FAM007747	FAM001247	FAM005372	FAM028802
rep988_seed3013	FAM008969	FAM006797	FAM004308	FAM003917	FAM004467	FAM008895	FAM001527	FAM004753	FAM010948	FAM002301	FAM003680	FAM001477	FAM003330	FAM001122	FAM026432
rep989_seed3014	FAM001250	FAM003240	FAM006409	FAM004949	FAM005882	FAM002593	FAM004612	FAM010796	FAM000034	FAM009615	FAM005128	FAM000149	FAM006365	FAM002309	FAM023048
rep990_seed3015	FAM004075	FAM001047	FAM006703	FAM003424	FAM004642	FAM012951	FAM000875	FAM002851	FAM007618	FAM000984	FAM000859	FAM003601	FAM013117	FAM003664	FAM027313
rep991_seed3016	FAM010202	FAM000897	FAM002005	FAM004365	FAM007556	FAM004474	FAM002986	FAM000407	FAM010418	FAM009751	FAM014690	FAM002822	FAM012867	FAM008011	FAM015532
rep992_seed3017	FAM003447	FAM001597	FAM008545	FAM003322	FAM008292	FAM004844	FAM000402	FAM009386	FAM005749	FAM003863	FAM008225	FAM003902	FAM002590	FAM004684	FAM027167
rep993_seed3018	FAM005683	FAM014480	FAM010463	FAM005338	FAM005796	FAM000974	FAM013273	FAM000755	FAM000089	FAM001796	FAM000780	FAM003879	FAM009908	FAM002996	FAM029086
rep994_seed3019	FAM000030	FAM000470	FAM004175	FAM005832	FAM002618	FAM003296	FAM006697	FAM001526	FAM014473	FAM012350	FAM003998	FAM000953	FAM009811	FAM001839	FAM021539
rep995_seed3020	FAM009145	FAM010101	FAM010723	FAM010857	FAM004332	FAM002892	FAM010209	FAM002539	FAM000133	FAM013722	FAM006805	FAM000414	FAM000038	FAM013155	FAM025162
rep996_seed3021	FAM002865	FAM006487	FAM006434	FAM004423	FAM001696	FAM000436	FAM005506	FAM007971	FAM002221	FAM014040	FAM002899	FAM002331	FAM000146	FAM013051	FAM024853
rep997_seed3022	FAM008567	FAM000821	FAM005205	FAM001928	FAM009767	FAM004180	FAM013519	FAM003711	FAM004911	FAM006214	FAM001708	FAM001622	FAM000514	FAM002584	FAM022085
rep998_seed3023	FAM004141	FAM000224	FAM007565	FAM002431	FAM010558	FAM001629	FAM009883	FAM010560	FAM008536	FAM003383	FAM010527	FAM002557	FAM010225	FAM000219	FAM017195
rep999_seed3024	FAM012902	FAM007396	FAM012486	FAM003577	FAM005963	FAM011498	FAM004810	FAM005418	FAM000720	FAM000493	FAM004834	FAM012106	FAM001404	FAM000740	FAM029003
